NCODE,No,ECLATER (catalogue 4),REPERE (info_libre),REFERENCE (info_libre),DESIGN. Français (langue2),ANGLAIS (désignation),ANCIEN CODE (info_libre),EMPLACEMENT,FAMILLE,,CATALOG1,CATALOG2,CATALOG3,UNITE,REPERE2,ECLATE2,REPERE3,ECLATE3,REPERE4,ECLATE4,REPERE5,ECLATE5,REPERE6,ECLATE6,REPERE7,ECLATE7,REPERE8,ECLATE8,REPERE9,ECLATE9,REPERE10,ECLATE10,REPERE11,ECLATE11,REPERE12,ECLATE12,REPERE13,ECLATE13,REPERE14,ECLATE14,REPERE15,ECLATE15,RMRQ,REF_ALT,,PICT1,PICT2,PICT3,PICT4
7060-RADI06-001,1819,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1819,RADIATION BELT RADAR DECCA 170 150XL037,COURROIE D'ENTR RADAR DECCA 170 150XL037,7305-COUR00-065,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SCAN06-001,1820,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1820,SCANER FR 7040D BELT,COURROIE SCANER FR 7040D                ,7305-COUR00-083,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-CTZ506-001,1821,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1821,CTZ51A 4610002010,CTZ51A 4610002010                       ,7305-CTZ500-001,RR14,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-CTZ506-002,1822,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1822,CTZ51C 4610001990,CTZ51C 4610001990                       ,7305-CTZ500-002,RR14,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DIOD06-001,1823,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1823,DIODE 200A,DIODE  200A,7305-DIOD00-001,RR14,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-0DIO06-002,1824,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1824, DIODE LUMINESCENT XVLA 235 41983131,DIODE LUMINESCENTE XVLA 235 41983131    ,7305-DIOD00-009,RR14,7PDR,#N/A,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DIOD06-002,1825,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1825,DIODE 1N4001 / 4007,DIODE 1N4001/4007                            ,7305-DIOD00-010,RR14,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-NORM06-001,1826,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1826,NORMAL DIODE 10A,DIODE NORMAL 10A,7305-DIOD00-018,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-NORM06-002,1827,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1827,NORMAL DIODE 6A,DIODE NORMAL 6A,7305-DIOD00-019,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-POWE06-001,1828,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1828,POWER DIODE,DIODE DE PUISSANCE,7305-DIOD00-021,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-PROT06-001,1829,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1829,PROTECTIVE SCREEN,ECRAN PROTECTEUR                        ,7305-ECRA00-001,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-FURU06-001,1830,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1830,FURUNO RADAR SCREEN FR7061 NÂ ° 3352/1638,ECRAN RADAR FURUNO FR7061 N¦ 3352/1638  ,7305-ECRA00-002,RR15,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-EMBA06-001,1831,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1831,EMBASE 4.196153.1 SLEF 319 L,EMBASE 4.196153.1 SLEF 319 L            ,7305-EMBA00-005,RR14,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-EMBA06-002,1832,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1832,EMBASE Z 41983177,EMBASE Z 41983177                       ,7305-EMBA00-010,RR14,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DOUB06-001,1833,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1833,DOUBLE GEAR / RADAR FURUN 362 224 0,ENGRENAGE DOUBLE / RADAR FURUN 362 224 0,7305-ENGR00-001,RR14,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-FACA06-001,1834,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1834,FACADE FOR GPS 2008 - 025FACGPS2008,FACADE POUR GPS 2008 - 025FACGPS2008,7305-FACA00-002,RR14,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-FEED06-001,1835,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1835,FEED BACK POTENTIOMETER FAP 330,FEED BACK POTENTIOMETRE FAP 330         ,7305-FEED00-001,RR14,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SHEE06-001,1836,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1836,SHEET CHARGER CHASSIS FEMALE J 1003,FICHE CHARGEUR CHASSIS FEMELLE J 1003   ,7305-FICH00-007,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SUB-06-001,1837,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1837,SUB-D REF. FCC17A15PB440,SUB-D REF. FCC17A15PB440,7305-FICH00-025,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-KF-606-001,1838,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1838,KF-667 FISHING BOARD 080825,KF-667 TABLE DE PECHE  080825,7305-FISH00-003,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-GPS006-002,1839,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1839,GPS PLOTTER NAVIS 5100A (GPS TRACER AV CARD MADA),GPS PLOTTER NAVIS 5100A (GPS TRACEUR AV CARTE MADA),7305-GPS000-002,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,KIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-GPS006-003,1840,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1840,GPS NAVIGATOR ONWA KP-32 MODEL KP-32,GPS NAVIGATOR ONWA KP-32 MODEL KP-32,7305-GPS000-003,RR15,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-GUN006-001,1841,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1841,GUN OSCILLATION D / C,GUN OSCILLATION D/C                     ,7305-GUN000-001,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-INTE06-013,1842,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1842,INTERNAL FEED WG ASSY 019.012800,ALIMENTATION INTERNE  WG ASSY 019.012800        ,0,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-GASK06-001,1843,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1843,GASKET  SCANER FR 7040D OR 8030D,JOINT SCANER FR 7040D OU 8030D          ,7305-JOIN00-123,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SCAN06-002,1844,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1844,SCANNER UNIT / RADAR GASKET,JOINT SCANNER UNIT/RADAR                ,7305-JOIN00-124,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SCAN06-003,1845,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1845,SCANNER UNIT / RADAR GASKET,JOINT SCANNER UNIT/RADAR                ,7305-JOIN00-125,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-FLUX06-001,1846,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1846,FLUXGATE SENSOR KFG-25,CAPTEUR FLUXGATE KFG-25,7305-JUME00-002,RR13,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,KIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-RUDD06-001,1847,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1847,RUDDER FEEDBACK KRF-35,RUDDER RETROACTION KRF-35,7305-KIT000-001,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,KIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DECC06-001,1848,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1848,DECCA LAMP 202 A 24 26/83 4,LAMPE DECCA 202 A 24 26/83 4            ,7305-LAMP00-024,RR12,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DECC06-002,1849,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1849,DECCA LAMP 202 A 24 26/85 2,LAMPE DECCA 202 A 24 26/85 2            ,7305-LAMP00-025,RR12,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-LAMP06-002,1850,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1850,LAMPS / RADAR DECCA 202 (M2) A 24 26/85,LAMPES / RADAR DECCA 202 (M2) A 24 26/85,7305-LAMP00-069,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MAGN06-001,1851,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1851,MAGNETRON MG5248 / 400 FR7040D,MAGNETRON MG5248/400 FR7040D                 ,7305-MAGN00-002,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MICR06-001,1852,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1852,MICRO SWITCH,MINI INTERRUPTEUR ,7305-MIC000-002,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MICR06-002,1853,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1853,MICRO ROCKER SWITCH 2 PIN ,MINI INTERRUPTEUR 2 PINS,7305-MIC000-003,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MICR06-003,1854,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1854,MICROPROCESSOR ONWA KWTE C68241Y,MICROPROCESSEUR ONWA KWTE C68241Y,7305-MICR00-005,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-ELEC06-003,1855,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1855,ELECTRONIC MODULE,MODULE ELECTRONIQUE                     ,7305-MODU00-003,RR13,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-IRF006-001,1856,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1856,IRF 540N MOSFET,MOSFET IRF 540N                         ,7305-MOSF00-001,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MOTO06-001,1857,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1857,MOTOR 5000503,MOTOR 5000503                           ,7305-MOTO00-009,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-POWE06-002,1858,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1858,POWER SUPPLY RADAR 513002,PLAQUETTE ALIMENTATION RADAR 513002     ,7305-PLAQ00-029,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-PRIN06-001,1859,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1859,PRINTED BOARD ALIMENTAT| / PT4906 00,PLAQUETTE IMPRIMEE ALIMENTAT¦/ PT4906 00,7305-PLAQ00-042,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-PLAT06-001,1860,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1860,PLATINUM ATI-POB 8030D,PLATINE ATI-POB 8030D                   ,7305-PLAT00-023,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-PLAT06-002,1861,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1861,PLATE ECHO STRECH FR 8030D,PLATINE ECHO STRECH FR 8030D            ,7305-PLAT00-026,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-POTE06-002,1862,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1862,POTENTIOMETER 100 OHMS/12W 41983211     ,POTENTIOMETRE 100 OHMS/12W 41983211     ,7305-POTE00-004,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-POTE06-003,1863,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1863,POTENTIOMETER SFERNICE 2KOHM 164 2655   ,POTENTIOMETRE SFERNICE 2KOHM 164 2655   ,7305-POTE00-007,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-POTE06-004,1864,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1864,POTENTIOMETER VDO 44010200/001          ,POTENTIOMETRE VDO 44010200/001          ,7305-POTE00-008,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-DC0O06-001,1865,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1865,DC OSR K MOTOR / RADAR DECCA 1 633010 96,DC OSR K MOTOR / RADAR DECCA 1 633010 96,7305-RADA00-001,RR13,7PDR,6POUT,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MARI06-001,1866,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1866,MARINE RADAR ONWA 36NM MODEL KR-1338C,RADAR MARINE ONWA 36NM MODEL KR-1338C ,7305-RADA00-002,RR15,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,KIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-REDU06-001,1867,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1867,REDUCER FOR SCANER,REDUCTEUR POUR SCANER                   ,7305-REDU00-015,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-VOLT06-001,1868,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1868,VOLTAGE REGULATOR LM723 CN,REGULATEUR DE TENSION LM723 CN,7305-REGU00-031,RR12,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-RESI06-001,1869,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1869,RESISTANCE 47K OHM 5% RB60        ,RESISTANCE 47K OHM 5% RB60        ,7305-RESI00-003,RR14,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-RESI06-002,1870,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1870,RESISTANCE FPB 24 W 220 OHM,RESISTANCE FPB 24 W 220 OHM             ,7305-RESI00-011,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-RESI06-003,1871,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1871,RESISTANCE MCB R B57 VNA 7X2.2 OHM,RESISTANCE MCB R B57 VNA 7X2.2 OHM      ,7305-RESI00-012,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-RESI06-004,1872,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1872,RESISTANCE RWM 10.64 5% 220 OHM,RESISTANCE RWM 10.64 5% 220 OHM         ,7305-RESI00-016,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SPRI06-001,1873,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1873,SPRING / AIR RADAR 20 mm,RESSORT / RADAR AERIEN  20 mm           ,7305-RESS00-003,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SERV06-001,1874,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1874,SERVICE PANNEL FURUNO MKII,SERVICE PANNEL FURUNO MKII,7305-SERV00-001,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SOLU06-001,1875,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1875,SOLUTRON B2037432 EF 419 K,SOLUTRON B2037432 EF 419 K              ,7305-SOLU00-002,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-ELEC06-004,1876,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1876,ELECTRONIC CARD SPU 7880A FOR FR7040,CARTE ELECTRONIQUE SPU 7880A POUR FR7040,7305-SPU000-001,RR13,7PDR,3FEC,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SUPP06-001,1877,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1877,SUPPORT DIODE 41983193,SUPPORT DIODE 41983193                  ,7305-SUPP00-013,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-SUPP06-002,1878,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1878,SUPPORT MOSAIC 2 MOD COUV 65,SUPPORT MOSAIC 2 MOD COUV 65,7305-SUPP00-026,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-MARI06-002,1879,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1879,"MARINE GPS CHART PLOTTER 8 ""KP-8299 (PLOTTER)","MARINE GPS CHART PLOTTER 8"" KP-8299 (TRACEUR)",7305-TRAC00-001,RR13,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-003,1880,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1880,TRANSISTOR 2SC2904,TRANSISTOR 2SC2904,7305-TRAN00-001,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-004,1881,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1881,TRANSISTOR 2N3055,TRANSISTOR 2N3055,7305-TRAN00-003,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-005,1882,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1882,TRANSFORMER T2 RT-6188 430467 PTU - 6,TRANSFORMATEUR T2 RT-6188 430467 PTU - 6,7305-TRAN00-008,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-006,1883,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1883,TRANSISTOR (composant actif) 2 SC 945 18,TRANSISTOR (composant actif) 2 SC 945 18,7305-TRAN00-011,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-007,1884,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1884,TRANSISTOR (Composant actif) 2SC1815 Y 1,TRANSISTOR (Composant actif) 2SC1815 Y 1,7305-TRAN00-012,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-008,1885,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1885,TRANSISTOR (DARLINGTON) TOMJ 2501       ,TRANSISTOR (DARLINGTON) TOMJ 2501       ,7305-TRAN00-013,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-009,1886,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1886,TRANSISTOR 2 SA 1020                    ,TRANSISTOR 2 SA 1020                    ,7305-TRAN00-014,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-010,1887,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1887,TRANSISTOR 2 SC 1571                    ,TRANSISTOR 2 SC 1571                    ,7305-TRAN00-018,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-011,1888,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1888,TRANSISTOR 2 SK 241 GR                  ,TRANSISTOR 2 SK 241 GR                  ,7305-TRAN00-019,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-012,1889,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1889,TRANSISTOR 2N 2219                      ,TRANSISTOR 2N 2219                      ,7305-TRAN00-020,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-013,1890,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1890,TRANSISTOR 2N 3055                      ,TRANSISTOR 2N 3055                      ,7305-TRAN00-021,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-014,1891,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1891,TRANSISTOR 2SC 2120V                    ,TRANSISTOR 2SC 2120V                    ,7305-TRAN00-023,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-015,1892,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1892,TRANSISTOR 2SC 2347                     ,TRANSISTOR 2SC 2347                     ,7305-TRAN00-024,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-016,1893,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1893,TRANSISTOR 2SC 3133                     ,TRANSISTOR 2SC 3133                     ,7305-TRAN00-025,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-017,1894,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1894,TRANSISTOR 2SC3399                      ,TRANSISTOR 2SC3399                      ,7305-TRAN00-027,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060-TRAN06-018,1895,06ELECTRIQUE/ELECTRONIQUE > 0,-,ref1895,TRANSISTOR 2SK 125                      ,TRANSISTOR 2SK 125                      ,7305-TRAN00-028,RR12,7PDR,7PDR,,ELECTRIQUE/ELECTRONIQUE,0,PIECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
