NCODE,No,ECLATER (catalogue 4),REPERE (info_libre),REFERENCE (info_libre),DESIGN. Français (langue2),ANGLAIS (désignation),ANCIEN CODE (info_libre),EMPLACEMENT,FAMILLE,,CATALOG1,CATALOG2,CATALOG3,UNITE,REPERE2,ECLATE2,REPERE3,ECLATE3,REPERE4,ECLATE4,REPERE5,ECLATE5,REPERE6,ECLATE6,REPERE7,ECLATE7,REPERE8,ECLATE8,REPERE9,ECLATE9,REPERE10,ECLATE10,REPERE11,ECLATE11,REPERE12,ECLATE12,REPERE13,ECLATE13,REPERE14,ECLATE14,REPERE15,ECLATE15,RMRQ,REF_ALT,,PICT1,PICT2,PICT3,PICT4
7123-PRIS06-001,249,06OIL PUMP & OIL FILTER ,30080,65.90310-0115,PRISE 65.90310-0115,PLUG,0701-PLUG00-003,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0136,0,0,0
7123-RESS06-001,250,06OIL PUMP & OIL FILTER ,30150,65.97601-0004,RESSORT 65.97601-0004,SPRING,0701-SPRI00-028,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0150,IMG_0151,0,0
7123-RESS06-002,251,06OIL PUMP & OIL FILTER ,30100,65.97601-0075,RESSORT 65.97601-0075,SPRING,0701-SPRI00-027,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0148,IMG_0149,0,0
7123-RESS06-003,252,06OIL PUMP & OIL FILTER ,10180,65.97601-0105,RESSORT|COMPRESSION,SPRING ; COMPRESSION,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-ROND06-001,253,06OIL PUMP & OIL FILTER ,-,06.29020-0111,RONDELLE,RING ; SNAP,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-ROND06-002,254,06OIL PUMP & OIL FILTER ,10290,65.90801-0018,RONDELLE DE RESSORT|VERROU,WASHER ; LOCK,0701-WASH00-021,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0153,0,0,0
7123-ROND06-003,255,06OIL PUMP & OIL FILTER ,10250,06.16050-0311,RONDELLE DE VEROUILLAGE,WASHER ; LOCK,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-ROUL06-001,256,06OIL PUMP & OIL FILTER ,20040,06.31420-0314,ROULEMENT À BILLES 6006 C,BEARING ; BALL 6006 C,0701-BEAR00-024,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG (60),0,0,0
7123-TETE06-001,257,06OIL PUMP & OIL FILTER ,30030,65.05503-5038B,TETE DE FILTRE A HUILE ASS'Y,OIL FILTER HEAD ASS'Y,0701-OIL000-011,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0124,IMG_0125,IMG_0126,0
7123-TETE06-002,258,06OIL PUMP & OIL FILTER ,-,65.05503-5051,TETE|FILTRE A L'HUILE,HEAD ; OIL FILTER,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-TETE06-003,259,06OIL PUMP & OIL FILTER ,30040,65.05503-.0031B,TETE|FILTRE A L'HUILE,HEAD ; OIL FILTER,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-VIS006-001,260,06OIL PUMP & OIL FILTER ,30060,06.08062-1208,VIS BOUCHON M24X1.5,SCREW ; PLUG M24x1.5,0701-SCRE00-017,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0143,0,0,0
7123-VIS006-002,261,06OIL PUMP & OIL FILTER ,30120,65.90310-0034,VIS BOUCHON M26X1.5,SCREW ; PLUG M26x1.5,0701-SCRE00-018,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0147,0,0,0
7123-VIS006-003,262,06OIL PUMP & OIL FILTER ,10190,65.90310-0104,VIS|BOUCHON,SCREW ; PLUG,0,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-VIS006-004,263,06OIL PUMP & OIL FILTER ,30050,65.90310-0121,VIS|BOUCHON AM24X1.5,SCREW; PLUG AM24x1.5,0,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BAGU07-001,266,07 OIL COOLER & OIL PAN,20021,06.56190-0713,BAGUE|JOINT A18X24,RING ; SEAL A18x24,0701-RING00-021,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0139,0,0,0
7123-BOUL07-001,267,07 OIL COOLER & OIL PAN,10150,06.01923-3115,BOULON ASS'Y HEXAGONAL 2 M8X25,HEX. BOLT ASS'Y 2M8x25,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-002,268,07 OIL COOLER & OIL PAN,21110,06.01923-3112,BOULON ASS'Y M8X18,BOLT ASS'Y M8x18,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-003,269,07 OIL COOLER & OIL PAN,21070,06.01913-3113,BOULON ASS'Y M8X20,BOLT ASS'Y M8x20,0701-HEX000-002,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0109,0,0,0
7123-BOUL07-004,270,07 OIL COOLER & OIL PAN,20120,06.01913-3114,BOULON ASS'Y M8X22,BOLT ASS'Y M8x22,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-005,271,07 OIL COOLER & OIL PAN,20190,06.01923-3119,BOULON ASS'Y M8X40,BOLT ASS'Y M8x40,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-006,272,07 OIL COOLER & OIL PAN,10140,06.01923-3122,BOULON ASS'Y M8X55,BOLT ASS'Y M8x55,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-007,273,07 OIL COOLER & OIL PAN,20210,06.01923-3126,BOULON ASS'Y M8X75,BOLT ASS'Y M8x75,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-008,274,07 OIL COOLER & OIL PAN,21060,65.90001-6005,BOULON CREUX ASS'Y,SOCKET BOLT ASS'Y,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-009,275,07 OIL COOLER & OIL PAN,10120,65.90201-0093,BOULON|GOUJON,BOLT ; STUD,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL07-010,276,07 OIL COOLER & OIL PAN,10050,06.02090-0512,BOULON|TETE CREUSE M10X25,BOLT; SOCKET HEAD M10x25,0,RD24,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-CART07-001,277,07 OIL COOLER & OIL PAN,20010,65.05801-5208,CARTER|HUILE,PAN ; OIL,0,RD24,7PDR,5MDP,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-GUID07-001,278,07 OIL COOLER & OIL PAN,20700,65.05806-6082,GUIDE DE TUBE|JAUGE DE NIVEAU D'HUILE,GUIDE TUBE ; OIL LEVEL GAUGE,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-JAUG07-001,279,07 OIL COOLER & OIL PAN,20900,65.05805-5219,JAUGE|NIVEAU D'HUILE,GAUGE ; OIL LEVEL,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-JAUG07-002,280,07 OIL COOLER & OIL PAN,-,65.05805-5220,JAUGE|NIVEAU D'HUILE,GAUGE ; OIL LEVEL,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-JOIN07-001,281,07 OIL COOLER & OIL PAN,20110,65.05904-0096A,JOINT CARTER D'HUILE,GASKET ; OIL PAN,0701-GASK00-132,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0290,0,0,0
7123-JOIN07-002,282,07 OIL COOLER & OIL PAN,20030,65.96601-0051,JOINT DE TUYAU D'HUILE,GASKET ; OIL PIPE FLANGE,0701-GASK00-131,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0117,0,0,0
7123-JOIN07-003,283,07 OIL COOLER & OIL PAN,21030,65.96601-0043,JOINT DE TUYAU D'HUILE,GASKET,0701-GASK00-133,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0114,IMG_0115,0,0
7123-JOIN07-004,284,07 OIL COOLER & OIL PAN,21350,65.05903-0027A,JOINT DE TUYAU D'HUILE,GASKET,0701-GASK00-134,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0116,0,0,0
7123-JOIN07-005,285,07 OIL COOLER & OIL PAN,10090,65.01907-0008A,JOINT POMPE A EAU,GASKET;WATERCHAMBER COVER,0701-GASK00-115,RD31,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0121,0,0,0
7123-JOIN07-006,287,07 OIL COOLER & OIL PAN,10040,65.05903-0028,JOINT|BRIDE REFROIDISSEUR D'HUILE,GASKET; OIL COOLER FLANGE,0701-GASK00-114,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0119,0,0,0
7123-LOGE07-001,288,07 OIL COOLER & OIL PAN,10020,65.05604-0024,LOGEMENT|REFROIDISSEUR D'HUILE,HOUSING ; OIL COOLER,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-REFR07-001,289,07 OIL COOLER & OIL PAN,10030,65.05606-5027B,REFROIDISSEUR D'HUILE,ELEMENT ; OIL COOLER,0701-OIL000-009,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0112,IMG_0113,IMG_0287,0
7123-REFR07-002,290,07 OIL COOLER & OIL PAN,10010,65.05601-7136A,REFROIDISSEUR D'HUILE ASS'Y,OIL COOLER ASS'Y,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-SUPP07-001,291,07 OIL COOLER & OIL PAN,21100,65.05740-2042,SUPPORT TUYAU D'HUILE,BRACKET ASS'Y,0701-BRAC00-005,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0110,IMG_0111,0,0
7123-TUYA07-001,292,07 OIL COOLER & OIL PAN,10300,65.05701-5325,TUYAU D'HUILE ASS'Y,OIL PIPE ASS'Y,0701-OIL000-012,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0127,0,0,0
7123-TUYA07-002,293,07 OIL COOLER & OIL PAN,10350,65.05701-5964A,TUYAU D'HUILE ASS'Y,OIL PIPE ASS'Y,0701-OIL000-013,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0132,0,0,0
7123-TUYA07-003,294,07 OIL COOLER & OIL PAN,-,65.05701-5349,TUYAU D'HUILE ASS'Y,OIL PIPE ASS'Y,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-TUYA07-004,295,07 OIL COOLER & OIL PAN,21200,65.05701-6061A,TUYAU|D'HUILE,PIPE ; OIL SUCTION,0701-PIPE00-025,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0133,IMG_0134,0,0
7123-TUYA07-005,296,07 OIL COOLER & OIL PAN,20040,60.05701-5203A,TUYAU|DRAIN D'HUILE,PIPE ; OIL DRAIN,0,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-TUYA07-006,297,07 OIL COOLER & OIL PAN,21000,65.05701-5622A,TUYAU|HUILE,PIPE ; OIL,0701-PIPE00-024,RD24,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0131,0,0,0
7123-VIS007-001,298,07 OIL COOLER & OIL PAN,20020,06.08092-2406,VIS|BOUCHON M18x1.5,SCREW ; PLUG M18x1.5,0,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-VIS007-002,299,07 OIL COOLER & OIL PAN,10310,06.78140-2408,VIS|CREUX,SCREW ; HOLLOW,0701-SCRE00-019,RD24,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0142,0,0,0
7123-ADAP08-001,302,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10280,65.98130-0193,ADAPTATEUR,ADAPTER,0,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-ADMI08-001,303,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,30010,65.08201-5049,ADMISSION ASS'Y,INTAKE MANIFOLD ASS'Y,0,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL08-001,305,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20150,06.01913-2914,BOULON ASS'Y M6X22,BOLT ASS'Y M6x22,0,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL08-002,306,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,31330,06.01913-3234,BOULON M10X130,BOLT ASS'Y M10x130,0701-BOLT00-022,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0161,0,0,0
7123-BOUL08-003,307,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10130,65.90201-0064,BOULON|GOUJON M8X60,BOLT ; STUD M8x60,0,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-CIRC08-001,308,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20110,06.29020-0131,CIRCLIPS 52X2,RING ; SNAP 52x2,0701-RING00-011,RD25,7PDR,5MDP,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0182,0,0,0
7123-COUV08-001,309,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,32410,65.98112-0039,COUVERCLE,COVER ; BLIND,0,RD25,7PDR,6POUT,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-COUV08-002,310,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20140,65.06512-0014,COUVERCLE: POMPE A EAU,COVER ; HOUSING,0701-COVE00-004,RD25,7PDR,6POUT,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0163,0,0,0
7123-EMPE08-001,311,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20060,65.06506-0027,EMPELLEUR POMPE A EAU,IMPELLER ; WATER PUMP,0701-IMPE00-006,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0178,IMG_0179,0,0
7123-ENTR08-001,312,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20090,65.06508-0012,ENTRETOISE 65.06508-0012,SPACER,0701-SPAC00-002,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0188,0,0,0
7123-ENTR08-002,313,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,31810,65.91701-0470,ENTRETOISE 65.91701-0470,SPACER,0701-SPAC00-003,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0189,0,0,0
7123-EQUI08-001,314,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20120,65.06507-0005A,EQUIPEMENT|POMPE A EAU,GEAR ; WATER PUMP DRIVE,0701-GEAR00-002,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0174,IMG_0175,0,0
7123-GARN08-001,315,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20050,65.06520-6007,GARNITURE MÉCANIQUE,SEAL ; MECHANICAL,0701-SEAL00-025,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0184,IMG_0185,0,0
7123-JOIN08-001,316,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20210,65.96501-0068,JOINT TORIQUE,0-RING,0701-ORIN00-034,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0157,0,0,0
7123-JOIN08-002,317,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,31010,65.08902-0025,JOINT|COLLECTEUR D'ADMISSION,GASKET ; INTAKE MANIFOLD,0701-GASK00-116,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0170,0,0,0
7123-JOIN08-003,318,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,32430,65.08902-0074,JOINT|COLLECTEUR D'ADMISSION,GASKET ; INTAKE MANLFOLD,0701-GASK00-117,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0164,IMG_0165,0,0
7123-JOIN08-004,319,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10110,65.06903-0018,JOINT|REFROIDISSEMENT CONDUITES D'EAU,GASKET; COOLING WATER PIPE,0701-GASK00-154,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0173,0,0,0
7123-JOIN08-005,320,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,-,65.06903-0028,JOINT|REFROIDISSEMENT CONDUITES D'EAU,GASKET; COOLING WATER PIPE,0,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-JOIN08-006,321,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10430,65.06903-0020,JOINT|REFROIDISSEUR D'EAU,GASKET; COOLING WATER PIPE,0701-GASK00-135,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0171,IMG_0172,0,0
7123-LOGE08-001,322,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20020,65.06501-0096,LOGEMENT|POMPE A EAU,HOUSING ; WATER PUMP,0,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-PARE08-001,323,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20070,65.01510-0103,PARE HUILE 65.01510-0103,SEAL ; OIL,0701-SEAL00-024,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0186,IMG_0187,0,0
7123-POMP08-001,324,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20010,65.06500-6410E,POMPE A EAU ASS'Y,WATER PUMP ASS'Y,0701-WATE00-001,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0191,0,0,0
7123-ROUL08-001,325,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20100,65.93410-0038,ROULEMENT,BEARING,0701-BRG000-001,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0158,0,0,0
7123-ROUL08-002,326,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20080,06.31420-4513,ROULEMENT A BILLES (6005U),BEARING ; BALL 6005U,0701-BALL00-013,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0159,IMG_0160,0,0
7123-TUYA08-001,327,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,20030,65.06301-2036,TUYAU,PIPE,0,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-TUYA08-002,328,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10420,65.06301-0139,TUYAU REFROIDISSEUR D'EAU,PIPE ; COOLING WATER,0701-PIPE00-010,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_0180,0,0,0
7123-TUYA08-003,329,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10190,65.98131-0060,TUYAU|CONNEXION,PIPE ; CONNECTION,0,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-TUYA08-004,330,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10010,65.06301-0243,TUYAU|EAU DE REFROIDISSEMENT,PIPE ; COOLING WATER,0,RD25,7PDR,7PDR,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-VIS008-001,331,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,32310,65.90310-0033,VIS|BOUCHON AM10X1.0,SCREW ; PLUG AM10x1.0,0,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-VIS008-002,332,08FRESH COOLING WATER LINE & INTAKE MANIFOLD,10220,65.90310-0149A,VIS|BOUCHON M26X1.5,SCREW ; PLUG M26x1.5,0,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BAGU09-001,335,09INJECTION NOZZLE & INJECTION PIPE,10040,65.98701-0010,BAGUE|JOINT 65.98701-0010,RING ; SEAL,0701-RING00-012,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-BOUL09-001,336,09INJECTION NOZZLE & INJECTION PIPE,20900,06.01913-3213,BOULON ASS'Y M10X20,BOLT ASS'Y M10x20,0,RD25,7PDR,#N/A,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-COUV09-001,337,09INJECTION NOZZLE & INJECTION PIPE,-,65.96401-0012,COUVERTURE|CAOUTCHOUC,CAP ; RUBBER,0,RD25,7PDR,6POUT,,MOTEUR PRINCIPALE,DOOSAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7123-ECRO09-001,338,09INJECTION NOZZLE & INJECTION PIPE,10080,06.11063-8212,ECROU HEX,NUT ; HEX. M6,0701-NUT000-007,RD25,7PDR,3FEC,,MOTEUR PRINCIPALE,DOOSAN,PIÈCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
